EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,Attrition,YearsAtCompany,YearsInCurrentRole,Education,EducationField,MaritalStatus,OverTime,DistanceFromHome,BusinessTravel,HireDate
E1445,20,Female,Human Resources,HR Executive,4718,No,0,0,5,Medical,Married,No,2,Travel_Rarely,2025-07-30
E1446,25,Female,IT,Data Analyst,7711,Yes,5,3,4,Marketing,Divorced,Yes,5,Travel_Rarely,2020-04-05
E1447,59,Female,IT,IT Manager,9641,Yes,16,5,4,Life Sciences,Single,Yes,28,Travel_Rarely,2015-08-12
E1448,30,Female,Sales,Sales Representative,8550,Yes,6,3,4,Technical Degree,Single,No,16,Travel_Frequently,2019-11-04
E1449,33,Female,Sales,Sales Executive,5008,No,2,2,5,Medical,Married,No,17,Non-Travel,2023-10-07
E1450,41,Male,Research & Development,Research Scientist,9652,No,9,1,3,Medical,Single,No,27,Travel_Rarely,2016-01-20
E1451,60,Female,Human Resources,HR Manager,10733,No,19,10,5,Medical,Single,No,24,Non-Travel,2015-01-03
E1452,24,Female,Sales,Sales Executive,6692,No,0,0,1,Life Sciences,Single,No,13,Travel_Rarely,2025-06-10
E1453,29,Male,Sales,Sales Manager,6089,No,4,3,5,Medical,Married,Yes,12,Travel_Rarely,2021-04-25
E1454,47,Male,Sales,Sales Manager,12310,No,24,19,3,Technical Degree,Divorced,Yes,17,Travel_Rarely,2015-07-08
E1455,53,Male,Sales,Sales Representative,8078,Yes,9,6,3,Medical,Divorced,No,22,Travel_Rarely,2016-05-08
E1456,52,Male,Research & Development,Research Scientist,9895,No,16,3,5,Life Sciences,Single,No,25,Travel_Frequently,2015-07-31
E1457,22,Male,Finance,Accountant,4870,No,1,1,3,Marketing,Single,No,26,Travel_Rarely,2024-01-06
E1458,26,Female,IT,IT Manager,7693,No,4,0,4,Other,Divorced,No,15,Travel_Frequently,2021-12-23
E1459,43,Female,Research & Development,Healthcare Representative,6844,No,9,2,2,Life Sciences,Single,No,23,Travel_Rarely,2016-11-19
E1460,54,Male,Sales,Sales Manager,5986,Yes,2,1,2,Other,Divorced,Yes,29,Travel_Rarely,2023-07-31
E1461,57,Male,Sales,Sales Representative,7440,No,6,4,4,Technical Degree,Married,Yes,28,Travel_Frequently,2019-08-05
E1462,22,Female,Research & Development,Manufacturing Director,5958,Yes,1,1,5,Life Sciences,Married,No,11,Non-Travel,2024-04-27
E1463,42,Female,Sales,Sales Manager,11466,No,22,5,2,Human Resources,Divorced,No,17,Travel_Rarely,2015-01-11
E1464,38,Female,Human Resources,HR Executive,8682,No,13,11,2,Marketing,Divorced,No,20,Travel_Frequently,2015-12-01
E1465,30,Female,Sales,Sales Executive,4465,No,1,1,3,Marketing,Married,Yes,1,Travel_Frequently,2024-06-02
E1466,41,Female,Sales,Sales Executive,4869,No,3,1,3,Life Sciences,Divorced,No,26,Travel_Rarely,2022-02-19
E1467,23,Female,IT,Software Engineer,8350,Yes,3,0,2,Marketing,Single,Yes,4,Travel_Frequently,2022-11-06
E1468,26,Male,Finance,Accountant,7618,Yes,5,2,1,Medical,Married,No,14,Travel_Rarely,2020-06-29
E1469,46,Female,Sales,Sales Representative,9981,Yes,20,4,4,Technical Degree,Divorced,No,30,Travel_Frequently,2015-05-06
E1470,53,Male,Research & Development,Research Scientist,7421,No,2,1,2,Human Resources,Single,No,2,Non-Travel,2023-07-12
E1471,46,Female,IT,IT Manager,12587,No,21,9,5,Medical,Divorced,Yes,17,Travel_Rarely,2015-10-11
E1472,42,Female,IT,System Administrator,6580,No,6,0,2,Human Resources,Divorced,No,29,Travel_Rarely,2019-08-01
E1473,41,Male,Research & Development,Healthcare Representative,5527,Yes,0,0,5,Life Sciences,Divorced,No,14,Travel_Rarely,2025-12-17
E1474,27,Male,Research & Development,Manufacturing Director,6821,No,1,1,5,Human Resources,Divorced,Yes,24,Non-Travel,2024-05-16
E1475,34,Female,Research & Development,Healthcare Representative,6479,No,4,4,5,Human Resources,Single,Yes,11,Travel_Frequently,2021-08-09
E1476,47,Female,Sales,Sales Manager,7190,No,2,0,5,Technical Degree,Divorced,No,12,Travel_Rarely,2023-11-15
E1477,60,Female,IT,System Administrator,10367,Yes,14,11,4,Medical,Divorced,Yes,23,Travel_Rarely,2015-09-08
E1478,50,Male,Human Resources,HR Manager,9698,No,23,11,1,Human Resources,Single,No,10,Travel_Rarely,2015-10-14
E1479,21,Male,Research & Development,Research Director,4501,No,0,0,2,Medical,Divorced,No,10,Travel_Rarely,2025-03-05
E1480,46,Female,Research & Development,Research Scientist,11619,No,18,14,2,Medical,Divorced,No,20,Travel_Frequently,2015-10-17
E1481,40,Male,Human Resources,HR Executive,10996,No,19,13,4,Other,Married,No,2,Travel_Frequently,2015-11-16
E1482,60,Female,Human Resources,HR Recruiter,8899,No,17,17,1,Human Resources,Divorced,No,25,Travel_Rarely,2015-03-05
E1483,54,Male,IT,Software Engineer,6345,No,0,0,4,Life Sciences,Divorced,No,19,Travel_Frequently,2025-08-13
E1484,41,Female,Sales,Sales Executive,5796,No,5,0,5,Medical,Married,Yes,4,Travel_Rarely,2020-06-03
E1485,46,Male,Sales,Sales Representative,4806,Yes,1,1,3,Medical,Married,Yes,4,Non-Travel,2024-02-21
E1486,23,Male,IT,Software Engineer,5068,Yes,1,0,4,Human Resources,Married,Yes,11,Travel_Rarely,2024-03-01
E1487,37,Male,Research & Development,Research Scientist,6438,No,7,2,2,Medical,Married,No,17,Travel_Rarely,2018-03-24
E1488,55,Female,Sales,Sales Representative,5307,No,1,1,3,Human Resources,Married,No,16,Travel_Frequently,2024-12-31
E1489,57,Female,Finance,Financial Analyst,6617,Yes,1,0,5,Marketing,Married,Yes,5,Travel_Rarely,2024-10-10
E1490,60,Female,IT,IT Manager,14477,Yes,24,8,3,Life Sciences,Divorced,No,20,Travel_Rarely,2015-08-20
E1491,20,Male,Research & Development,Research Scientist,7342,No,0,0,1,Human Resources,Single,No,21,Non-Travel,2025-03-22
E1492,42,Female,Research & Development,Research Scientist,9901,No,19,5,1,Medical,Divorced,No,15,Travel_Rarely,2015-07-18
E1493,32,Male,IT,IT Manager,7806,Yes,9,4,3,Technical Degree,Divorced,No,2,Travel_Frequently,2016-02-17
E1494,45,Male,Sales,Sales Manager,6025,No,8,8,5,Human Resources,Single,No,19,Travel_Rarely,2017-03-17
E1495,56,Male,Sales,Sales Representative,9166,No,16,0,1,Marketing,Married,No,22,Travel_Frequently,2015-04-09
E1496,49,Female,Sales,Sales Manager,6585,No,11,11,3,Life Sciences,Married,No,15,Travel_Rarely,2015-01-23
E1497,34,Female,Finance,Finance Manager,6977,No,1,0,1,Technical Degree,Married,No,4,Travel_Frequently,2024-08-26
E1498,35,Male,IT,IT Manager,8961,Yes,15,1,4,Life Sciences,Divorced,No,20,Travel_Rarely,2015-06-24
E1499,44,Female,IT,Software Engineer,11407,No,22,1,1,Other,Single,No,3,Travel_Rarely,2015-03-07
E1500,46,Male,Research & Development,Healthcare Representative,11517,No,19,0,5,Life Sciences,Married,No,20,Travel_Frequently,2015-11-16
E1501,41,Male,Sales,Sales Manager,6793,Yes,3,0,3,Marketing,Married,Yes,17,Travel_Rarely,2022-11-10
E1502,22,Male,Sales,Sales Executive,4904,Yes,0,0,2,Medical,Married,No,25,Travel_Rarely,2025-07-25
E1503,53,Male,Research & Development,Research Scientist,6198,No,1,0,2,Life Sciences,Married,Yes,30,Travel_Rarely,2024-09-01
E1504,58,Female,Human Resources,HR Manager,9816,No,18,9,1,Technical Degree,Single,No,26,Non-Travel,2015-06-21
E1505,59,Male,Human Resources,HR Manager,6722,Yes,7,5,3,Life Sciences,Single,No,1,Travel_Rarely,2018-05-01
E1506,32,Female,Sales,Sales Representative,4302,Yes,0,0,2,Marketing,Divorced,Yes,9,Travel_Rarely,2025-12-16
E1507,26,Male,Sales,Sales Representative,8854,No,6,1,2,Marketing,Married,Yes,15,Travel_Frequently,2019-01-21
E1508,24,Male,IT,System Administrator,8449,No,1,0,2,Life Sciences,Divorced,No,14,Travel_Rarely,2024-10-26
E1509,40,Male,Sales,Sales Executive,6827,No,1,1,5,Life Sciences,Single,Yes,16,Travel_Rarely,2024-02-13
E1510,51,Female,Finance,Accountant,7941,No,5,5,5,Technical Degree,Divorced,No,9,Non-Travel,2020-07-21
E1511,32,Female,Sales,Sales Executive,7328,No,3,1,3,Marketing,Divorced,No,30,Travel_Rarely,2022-06-13
E1512,42,Male,Sales,Sales Manager,8735,No,18,16,4,Marketing,Married,No,12,Travel_Rarely,2015-08-27
E1513,24,Female,Sales,Sales Manager,4305,No,0,0,3,Life Sciences,Divorced,Yes,3,Travel_Rarely,2025-08-03
E1514,37,Male,Research & Development,Manufacturing Director,7679,No,4,2,4,Human Resources,Divorced,No,13,Travel_Rarely,2021-03-29
E1515,45,Male,IT,Data Analyst,10308,No,7,7,1,Marketing,Single,No,26,Travel_Rarely,2018-09-17
E1516,48,Male,Research & Development,Research Director,9832,No,11,2,3,Medical,Married,No,12,Travel_Rarely,2015-10-23
E1517,54,Female,Finance,Finance Manager,9150,No,10,0,5,Other,Divorced,No,11,Non-Travel,2015-03-09
E1518,45,Male,IT,Data Analyst,11214,Yes,17,15,3,Life Sciences,Single,No,29,Travel_Rarely,2015-04-07
E1519,58,Female,Sales,Sales Manager,5362,Yes,0,0,2,Marketing,Divorced,No,7,Travel_Rarely,2025-09-27
E1520,30,Female,Research & Development,Research Scientist,6768,No,6,1,4,Medical,Single,No,3,Non-Travel,2019-06-16
E1521,50,Male,Finance,Finance Manager,10061,No,19,18,4,Life Sciences,Married,Yes,5,Travel_Frequently,2015-06-08
E1522,51,Female,Research & Development,Healthcare Representative,10980,No,14,11,3,Technical Degree,Divorced,No,12,Travel_Frequently,2015-01-21
E1523,59,Female,Research & Development,Laboratory Technician,10230,Yes,14,2,2,Marketing,Divorced,Yes,29,Travel_Rarely,2015-12-04
E1524,33,Female,Human Resources,HR Recruiter,5049,No,6,0,3,Technical Degree,Married,No,25,Travel_Rarely,2019-03-25
E1525,24,Female,Sales,Sales Executive,6235,Yes,3,3,2,Marketing,Divorced,Yes,23,Travel_Frequently,2022-07-10
E1526,35,Female,Sales,Sales Manager,5189,Yes,4,2,3,Life Sciences,Divorced,No,6,Travel_Frequently,2021-05-05
E1527,37,Male,Human Resources,HR Executive,9874,Yes,14,3,5,Other,Divorced,Yes,21,Travel_Frequently,2015-04-02
E1528,48,Male,Research & Development,Manufacturing Director,10130,Yes,19,12,1,Technical Degree,Single,Yes,3,Non-Travel,2015-01-25
E1529,34,Male,Human Resources,HR Executive,6548,No,12,11,3,Human Resources,Divorced,Yes,11,Travel_Rarely,2015-03-27
E1530,27,Male,Research & Development,Research Director,7445,No,3,2,4,Medical,Married,No,1,Travel_Rarely,2022-11-08
E1531,22,Male,Research & Development,Manufacturing Director,6457,Yes,0,0,5,Medical,Married,Yes,18,Non-Travel,2025-06-04
E1532,28,Female,IT,System Administrator,8238,Yes,2,2,5,Technical Degree,Married,Yes,30,Travel_Rarely,2023-02-10
E1533,34,Male,Research & Development,Research Scientist,6871,No,9,4,2,Marketing,Married,No,2,Travel_Rarely,2016-10-31
E1534,35,Female,Sales,Sales Executive,7356,No,10,4,3,Life Sciences,Single,No,21,Travel_Frequently,2015-10-27
E1535,23,Male,Sales,Sales Manager,4329,Yes,1,1,4,Life Sciences,Single,Yes,28,Travel_Rarely,2024-02-24
E1536,57,Male,Sales,Sales Executive,6418,No,7,1,4,Medical,Divorced,No,8,Travel_Rarely,2018-04-18
E1537,37,Female,Research & Development,Laboratory Technician,6062,No,2,1,4,Medical,Married,No,20,Travel_Rarely,2023-07-01
E1538,58,Male,Finance,Accountant,10472,No,17,12,4,Life Sciences,Married,No,20,Travel_Rarely,2015-05-12
E1539,20,Male,Sales,Sales Executive,5909,Yes,0,0,4,Technical Degree,Married,No,12,Travel_Frequently,2025-04-24
E1540,27,Female,Research & Development,Research Scientist,8295,No,2,1,3,Other,Single,No,23,Travel_Frequently,2023-09-24
E1541,50,Male,Human Resources,HR Executive,9348,No,11,10,2,Marketing,Single,No,22,Travel_Frequently,2015-12-28
E1542,27,Male,Finance,Financial Analyst,7983,No,6,5,3,Other,Married,Yes,14,Travel_Rarely,2019-06-13
E1543,46,Male,IT,IT Manager,5456,Yes,3,2,3,Life Sciences,Single,No,13,Travel_Frequently,2022-02-10
E1544,46,Female,Sales,Sales Manager,11835,Yes,20,5,2,Human Resources,Single,Yes,16,Travel_Rarely,2015-08-09
E1545,31,Male,Sales,Sales Executive,5461,No,4,3,3,Life Sciences,Married,Yes,4,Travel_Rarely,2021-06-06
E1546,20,Male,Research & Development,Research Scientist,5938,No,0,0,5,Human Resources,Married,No,13,Non-Travel,2025-12-28
E1547,41,Female,Research & Development,Research Director,12110,No,21,7,3,Life Sciences,Single,Yes,12,Travel_Rarely,2015-06-11
E1548,21,Male,Human Resources,HR Executive,5563,No,1,0,5,Technical Degree,Divorced,No,16,Travel_Rarely,2024-01-08
E1549,22,Female,Sales,Sales Representative,7707,Yes,2,0,4,Technical Degree,Divorced,No,12,Non-Travel,2023-05-19
E1550,58,Male,Human Resources,HR Manager,12111,Yes,22,18,5,Technical Degree,Single,Yes,27,Non-Travel,2015-09-24
E1551,35,Male,Research & Development,Healthcare Representative,6555,No,6,6,3,Technical Degree,Married,No,6,Travel_Rarely,2019-10-07
E1552,28,Female,Research & Development,Research Scientist,8207,Yes,1,1,4,Other,Divorced,No,23,Travel_Frequently,2024-01-12
E1553,36,Male,Finance,Financial Analyst,7833,No,9,1,1,Human Resources,Married,No,24,Travel_Rarely,2016-11-19
E1554,39,Male,Research & Development,Research Scientist,9409,No,18,12,2,Human Resources,Divorced,No,30,Travel_Frequently,2015-04-08
E1555,49,Female,Research & Development,Healthcare Representative,7820,Yes,4,1,1,Human Resources,Married,Yes,24,Travel_Rarely,2021-08-03
E1556,56,Female,Sales,Sales Manager,8715,No,20,9,2,Other,Single,No,27,Travel_Frequently,2015-09-11
E1557,45,Female,Sales,Sales Representative,9909,No,21,17,4,Technical Degree,Single,No,12,Travel_Rarely,2015-01-12
E1558,55,Female,Human Resources,HR Executive,4043,Yes,3,2,4,Other,Married,Yes,5,Travel_Rarely,2022-10-26
E1559,32,Male,Sales,Sales Manager,6690,Yes,5,0,2,Life Sciences,Single,No,27,Travel_Rarely,2020-03-13
E1560,52,Female,IT,Software Engineer,12377,No,18,12,5,Medical,Divorced,No,10,Travel_Frequently,2015-03-18
E1561,49,Female,IT,Software Engineer,9045,No,8,7,5,Medical,Single,Yes,16,Travel_Rarely,2017-02-13
E1562,26,Male,Sales,Sales Manager,4330,Yes,3,3,5,Medical,Married,Yes,30,Travel_Frequently,2022-04-29
E1563,53,Female,Research & Development,Healthcare Representative,6331,Yes,2,2,5,Other,Single,No,6,Travel_Rarely,2023-04-11
E1564,56,Male,Sales,Sales Executive,12371,No,20,17,3,Human Resources,Single,Yes,10,Travel_Rarely,2015-02-14
E1565,22,Female,Sales,Sales Representative,4405,No,2,1,5,Human Resources,Divorced,No,12,Travel_Rarely,2023-04-03
E1566,22,Male,Finance,Financial Analyst,4604,Yes,0,0,3,Medical,Divorced,Yes,12,Travel_Frequently,2025-07-31
E1567,30,Female,Sales,Sales Representative,8176,Yes,7,4,3,Other,Divorced,Yes,24,Travel_Frequently,2018-11-21
E1568,58,Male,Research & Development,Healthcare Representative,9496,No,13,12,3,Life Sciences,Divorced,No,3,Travel_Rarely,2015-06-11
E1569,25,Female,Sales,Sales Manager,6983,Yes,2,0,4,Life Sciences,Single,No,8,Travel_Rarely,2023-08-15
E1570,26,Female,Research & Development,Research Director,8026,No,5,2,4,Medical,Married,Yes,25,Travel_Frequently,2020-03-15
E1571,45,Female,Research & Development,Healthcare Representative,11397,No,18,0,1,Other,Divorced,No,9,Non-Travel,2015-05-13
E1572,46,Female,Sales,Sales Manager,8630,No,5,2,2,Marketing,Divorced,No,23,Non-Travel,2020-05-22
E1573,25,Male,Research & Development,Manufacturing Director,5736,No,0,0,5,Technical Degree,Single,Yes,10,Non-Travel,2025-08-31
E1574,50,Female,Research & Development,Laboratory Technician,11070,No,16,3,1,Other,Married,No,24,Travel_Frequently,2015-12-13
E1575,53,Male,Sales,Sales Manager,8948,No,19,16,3,Life Sciences,Married,No,17,Travel_Rarely,2015-03-28
E1576,35,Male,IT,IT Manager,10878,No,9,7,4,Medical,Married,No,19,Non-Travel,2016-08-02
E1577,49,Female,Research & Development,Research Scientist,6014,No,1,0,2,Technical Degree,Married,Yes,12,Travel_Rarely,2024-07-02
E1578,52,Male,Sales,Sales Manager,7853,Yes,13,0,3,Technical Degree,Single,No,10,Travel_Rarely,2015-09-07
E1579,30,Male,IT,System Administrator,6079,Yes,5,0,4,Technical Degree,Divorced,Yes,5,Travel_Rarely,2020-05-24
E1580,37,Male,Human Resources,HR Manager,7542,Yes,13,7,5,Other,Divorced,No,13,Travel_Frequently,2015-10-09
E1581,21,Male,Sales,Sales Executive,4685,Yes,0,0,5,Other,Single,No,14,Travel_Rarely,2025-07-08
E1582,35,Male,Research & Development,Research Director,8567,Yes,5,2,4,Medical,Married,Yes,27,Travel_Frequently,2020-08-27
E1583,59,Male,Human Resources,HR Recruiter,5017,Yes,6,5,2,Medical,Married,No,9,Travel_Rarely,2019-03-06
E1584,46,Female,Finance,Accountant,10949,No,22,7,1,Marketing,Single,No,21,Travel_Rarely,2015-04-29
E1585,40,Male,Human Resources,HR Executive,7834,No,5,0,5,Life Sciences,Married,No,30,Travel_Rarely,2020-12-12
E1586,27,Male,Research & Development,Manufacturing Director,6663,Yes,0,0,5,Human Resources,Divorced,No,24,Travel_Rarely,2025-01-16
E1587,25,Male,Sales,Sales Representative,6721,Yes,1,0,1,Human Resources,Divorced,No,4,Travel_Rarely,2024-02-13
E1588,54,Male,IT,Data Analyst,7888,Yes,1,0,5,Marketing,Married,No,28,Travel_Rarely,2024-10-27
E1589,50,Female,IT,Software Engineer,10880,No,16,5,2,Other,Married,No,2,Travel_Rarely,2015-01-12
E1590,48,Female,IT,Data Analyst,11901,No,17,8,1,Human Resources,Married,No,19,Travel_Rarely,2015-07-25
E1591,38,Female,Sales,Sales Executive,7961,No,17,7,3,Medical,Married,No,29,Non-Travel,2015-03-29
E1592,54,Male,IT,Data Analyst,8379,No,0,0,5,Marketing,Divorced,No,29,Travel_Rarely,2025-02-02
E1593,60,Male,Sales,Sales Executive,7814,No,11,2,5,Life Sciences,Divorced,No,25,Travel_Frequently,2015-05-24
E1594,60,Male,Sales,Sales Manager,7383,No,14,4,4,Marketing,Single,Yes,24,Non-Travel,2015-06-16
E1595,31,Male,Sales,Sales Executive,6337,Yes,9,2,4,Other,Divorced,No,27,Travel_Rarely,2016-04-26
E1596,45,Male,Research & Development,Research Director,12904,Yes,23,23,1,Other,Single,Yes,27,Travel_Rarely,2015-03-12
E1597,58,Male,Sales,Sales Manager,10382,No,25,17,4,Medical,Married,No,19,Travel_Rarely,2015-02-24
E1598,37,Male,Sales,Sales Manager,5249,No,0,0,2,Life Sciences,Single,No,14,Travel_Rarely,2025-12-09
E1599,38,Male,Sales,Sales Manager,7976,Yes,12,7,3,Life Sciences,Divorced,No,10,Travel_Rarely,2015-02-27
E1600,31,Female,IT,Data Analyst,8744,No,8,2,3,Marketing,Single,No,20,Travel_Rarely,2017-07-15
E1601,24,Male,Research & Development,Manufacturing Director,8180,No,1,0,4,Life Sciences,Single,No,26,Travel_Rarely,2024-01-31
E1602,40,Male,Sales,Sales Executive,8616,No,5,2,5,Other,Married,No,14,Travel_Rarely,2020-06-18
E1603,46,Female,IT,System Administrator,9307,No,17,17,5,Other,Divorced,No,17,Travel_Rarely,2015-09-10
E1604,21,Female,Research & Development,Laboratory Technician,7745,No,1,0,2,Marketing,Married,No,25,Travel_Rarely,2024-10-24
E1605,35,Male,IT,System Administrator,8832,Yes,7,2,3,Life Sciences,Divorced,Yes,14,Travel_Rarely,2018-12-05
E1606,30,Male,Research & Development,Healthcare Representative,5073,No,2,0,4,Medical,Single,No,27,Travel_Rarely,2023-06-28
E1607,50,Female,Research & Development,Manufacturing Director,9794,Yes,23,20,1,Human Resources,Single,Yes,21,Travel_Rarely,2015-08-16
E1608,49,Female,Finance,Finance Manager,9029,Yes,18,7,2,Other,Single,Yes,13,Travel_Rarely,2015-06-06
E1609,58,Male,Research & Development,Healthcare Representative,9818,No,22,10,4,Medical,Married,No,21,Travel_Rarely,2015-09-02
E1610,21,Male,Research & Development,Manufacturing Director,4382,Yes,1,0,2,Human Resources,Single,No,10,Travel_Frequently,2024-10-09
E1611,56,Male,Sales,Sales Manager,11079,No,18,1,3,Technical Degree,Divorced,Yes,12,Travel_Rarely,2015-01-24
E1612,26,Female,Human Resources,HR Executive,5346,Yes,3,0,1,Marketing,Single,No,19,Travel_Rarely,2022-04-19
E1613,34,Male,IT,Software Engineer,10619,No,12,2,3,Human Resources,Married,Yes,10,Travel_Rarely,2015-12-01
E1614,33,Male,Human Resources,HR Executive,5062,Yes,2,2,3,Human Resources,Single,Yes,28,Travel_Rarely,2023-03-17
E1615,30,Male,Sales,Sales Representative,6310,No,4,2,3,Technical Degree,Married,No,15,Travel_Frequently,2021-03-12
E1616,56,Female,IT,Software Engineer,8849,No,1,1,4,Marketing,Divorced,No,5,Travel_Frequently,2024-06-28
E1617,52,Female,Research & Development,Research Director,7635,Yes,8,0,1,Marketing,Married,No,5,Travel_Rarely,2017-01-18
E1618,25,Female,Sales,Sales Representative,4514,Yes,3,3,4,Technical Degree,Single,Yes,30,Travel_Rarely,2022-05-07
E1619,51,Male,Research & Development,Healthcare Representative,11962,No,22,8,2,Marketing,Divorced,No,5,Travel_Rarely,2015-02-28
E1620,47,Female,Research & Development,Manufacturing Director,6721,No,6,1,2,Life Sciences,Married,No,3,Travel_Rarely,2019-12-06
E1621,53,Male,Research & Development,Research Director,11443,No,21,1,2,Marketing,Married,No,6,Travel_Rarely,2015-04-05
E1622,47,Female,Finance,Finance Manager,12817,No,22,0,3,Other,Divorced,No,5,Travel_Frequently,2015-07-19
E1623,49,Male,Research & Development,Laboratory Technician,10119,Yes,15,13,2,Other,Married,No,28,Travel_Frequently,2015-02-28
E1624,32,Female,Sales,Sales Manager,6316,No,11,9,5,Life Sciences,Married,No,22,Travel_Frequently,2015-03-27
E1625,51,Female,IT,Software Engineer,10173,No,13,5,3,Medical,Divorced,Yes,14,Travel_Rarely,2015-06-30
E1626,60,Female,Research & Development,Research Director,13297,No,22,2,1,Technical Degree,Divorced,No,14,Travel_Frequently,2015-02-20
E1627,52,Male,Sales,Sales Representative,12493,No,21,6,4,Life Sciences,Married,Yes,28,Non-Travel,2015-08-04
E1628,20,Female,Research & Development,Research Director,7723,Yes,0,0,4,Other,Single,Yes,27,Travel_Rarely,2025-04-16
E1629,29,Female,Sales,Sales Executive,7111,Yes,8,5,5,Technical Degree,Single,No,8,Travel_Frequently,2017-03-01
E1630,47,Male,Finance,Finance Manager,12512,No,20,12,2,Human Resources,Single,Yes,26,Travel_Frequently,2015-03-30
E1631,36,Male,Finance,Finance Manager,10570,Yes,10,1,2,Life Sciences,Divorced,No,19,Travel_Frequently,2015-09-21
E1632,28,Female,Research & Development,Research Scientist,5589,Yes,5,1,4,Marketing,Divorced,No,24,Travel_Rarely,2020-09-28
E1633,26,Male,Research & Development,Healthcare Representative,5601,No,3,0,1,Technical Degree,Married,No,3,Non-Travel,2022-03-02
E1634,46,Male,Sales,Sales Executive,7981,No,15,6,2,Medical,Married,No,15,Travel_Rarely,2015-02-09
E1635,22,Male,Research & Development,Healthcare Representative,6371,Yes,1,1,2,Human Resources,Single,Yes,4,Travel_Rarely,2024-07-07
E1636,43,Male,Finance,Financial Analyst,6176,No,6,2,3,Marketing,Married,No,5,Travel_Rarely,2019-12-18
E1637,38,Female,Human Resources,HR Recruiter,9589,No,15,12,3,Technical Degree,Single,No,29,Travel_Rarely,2015-09-20
E1638,51,Female,Research & Development,Laboratory Technician,10091,No,14,11,2,Human Resources,Married,No,14,Travel_Rarely,2015-11-02
E1639,52,Female,Research & Development,Research Scientist,9381,No,18,16,4,Medical,Married,Yes,11,Travel_Rarely,2015-05-31
E1640,40,Male,Research & Development,Laboratory Technician,6464,Yes,0,0,2,Human Resources,Single,No,11,Travel_Rarely,2025-07-21
E1641,55,Female,Research & Development,Research Scientist,10624,No,22,2,1,Technical Degree,Married,No,7,Travel_Rarely,2015-12-10
E1642,30,Female,Sales,Sales Representative,9710,No,9,3,1,Technical Degree,Married,No,19,Travel_Rarely,2016-06-20
E1643,53,Male,Sales,Sales Manager,7639,Yes,10,0,3,Marketing,Married,No,24,Travel_Frequently,2015-02-07
E1644,51,Male,Research & Development,Manufacturing Director,7568,Yes,12,7,1,Medical,Single,No,4,Travel_Frequently,2015-12-23
E1645,34,Male,IT,System Administrator,7767,No,1,1,1,Marketing,Single,No,4,Travel_Rarely,2024-09-25
E1646,37,Male,Finance,Accountant,7437,No,4,3,4,Other,Married,Yes,19,Travel_Frequently,2021-03-09
E1647,51,Female,Sales,Sales Representative,9505,No,10,3,5,Medical,Divorced,No,12,Travel_Frequently,2015-05-01
E1648,51,Male,Human Resources,HR Executive,6305,Yes,6,5,3,Medical,Divorced,Yes,4,Travel_Frequently,2019-12-27
E1649,49,Male,Finance,Accountant,10032,No,16,7,2,Technical Degree,Single,No,17,Travel_Rarely,2015-03-08
E1650,26,Male,Human Resources,HR Recruiter,4537,Yes,3,0,4,Other,Divorced,Yes,1,Travel_Rarely,2022-11-08
E1651,42,Female,IT,Software Engineer,7930,Yes,6,3,1,Other,Married,Yes,4,Travel_Frequently,2019-10-17
E1652,31,Female,Sales,Sales Representative,7856,No,8,7,2,Life Sciences,Single,No,4,Non-Travel,2017-02-25
E1653,26,Female,Sales,Sales Manager,4583,No,1,1,3,Technical Degree,Single,No,29,Travel_Rarely,2024-02-18
E1654,38,Male,Research & Development,Healthcare Representative,4802,No,3,3,2,Marketing,Married,No,6,Travel_Rarely,2022-09-29
E1655,21,Male,Research & Development,Manufacturing Director,4321,No,1,0,2,Technical Degree,Single,No,16,Travel_Rarely,2024-11-22
E1656,34,Male,Human Resources,HR Manager,7579,No,12,1,3,Other,Married,No,18,Travel_Rarely,2015-02-18
E1657,41,Female,Finance,Accountant,8085,No,3,0,3,Technical Degree,Single,No,5,Travel_Rarely,2022-08-16
E1658,33,Male,IT,IT Manager,7051,No,3,0,3,Other,Married,No,6,Non-Travel,2022-06-22
E1659,39,Male,Research & Development,Manufacturing Director,6293,No,1,1,3,Marketing,Single,No,26,Non-Travel,2024-03-10
E1660,29,Female,Sales,Sales Manager,8179,No,9,2,4,Life Sciences,Single,No,1,Travel_Rarely,2016-03-23
E1661,20,Female,Sales,Sales Representative,3852,No,0,0,5,Other,Divorced,No,10,Travel_Rarely,2025-01-27
E1662,32,Female,Sales,Sales Manager,6151,Yes,9,4,4,Technical Degree,Married,No,26,Non-Travel,2016-11-22
E1663,31,Female,IT,IT Manager,10997,No,10,9,3,Marketing,Single,No,7,Travel_Rarely,2015-07-22
E1664,44,Female,Research & Development,Laboratory Technician,4858,No,3,3,4,Technical Degree,Single,No,14,Non-Travel,2022-10-23
E1665,59,Female,Research & Development,Laboratory Technician,12994,Yes,25,16,3,Life Sciences,Married,No,29,Travel_Rarely,2015-10-25
E1666,49,Male,Research & Development,Healthcare Representative,4997,No,2,1,4,Other,Married,No,19,Non-Travel,2023-12-04
E1667,23,Male,Research & Development,Healthcare Representative,8086,Yes,1,1,3,Other,Married,No,5,Travel_Frequently,2024-03-19
E1668,32,Male,Finance,Finance Manager,5048,Yes,1,0,5,Technical Degree,Married,Yes,1,Travel_Rarely,2024-12-31
